year,plot_id,land_type,plot_area_mu,season,crop_id,crop_name,crop_type,planted_area_mu
2025,D4,水浇地,6.0,第二季,36,白萝卜,蔬菜,6.0
2025,D5,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
2025,D5,水浇地,10.0,第二季,37,红萝卜,蔬菜,10.0
2025,D6,水浇地,12.0,第一季,29,黄瓜,蔬菜,12.0
2025,D6,水浇地,12.0,第二季,36,白萝卜,蔬菜,12.0
2025,D7,水浇地,22.0,第一季,29,黄瓜,蔬菜,22.0
2025,D7,水浇地,22.0,第二季,35,大白菜,蔬菜,22.0
2025,D8,水浇地,20.0,第一季,17,豇豆,蔬菜（豆类）,12.65131597963229
2025,D8,水浇地,20.0,第一季,18,刀豆,蔬菜（豆类）,7.34868402036771
2025,D8,水浇地,20.0,第二季,36,白萝卜,蔬菜,20.0
2025,E1,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E1,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E10,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E10,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E11,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E11,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E12,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E12,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E13,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E13,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E14,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E14,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2025,E15,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E15,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E16,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E16,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2025,E2,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E2,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.2214324090336679
2025,E2,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.3785675909663321
2025,E3,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E3,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E4,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E4,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E5,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E5,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E6,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E6,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E7,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E7,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E8,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E8,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,E9,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2025,E9,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2025,F1,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2025,F1,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2025,F2,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2025,F3,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2025,F3,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2025,F4,智慧大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2026,A1,平旱地,80.0,单季,7,玉米,粮食,80.0
2026,A2,平旱地,55.0,单季,4,绿豆,粮食（豆类）,2.75
2026,A2,平旱地,55.0,单季,7,玉米,粮食,52.25
2026,A3,平旱地,35.0,单季,7,玉米,粮食,35.0
2026,A4,平旱地,72.0,单季,2,黑豆,粮食（豆类）,72.0
2026,A5,平旱地,68.0,单季,4,绿豆,粮食（豆类）,68.0
2026,A6,平旱地,55.0,单季,6,小麦,粮食,25.247796576082497
2026,A6,平旱地,55.0,单季,12,南瓜,粮食,12.04984475660051
2026,A6,平旱地,55.0,单季,13,红薯,粮食,17.702358667317
2026,B1,梯田,60.0,单季,8,谷子,粮食,60.0
2026,B10,梯田,25.0,单季,6,小麦,粮食,25.0
2026,B11,梯田,60.0,单季,2,黑豆,粮食（豆类）,60.0
2026,B12,梯田,45.0,单季,6,小麦,粮食,45.0
2026,B13,梯田,35.0,单季,9,高粱,粮食,35.0
2026,B14,梯田,20.0,单季,6,小麦,粮食,20.0
2026,B2,梯田,46.0,单季,3,红豆,粮食（豆类）,46.0
2026,B3,梯田,40.0,单季,2,黑豆,粮食（豆类）,40.0
2026,B4,梯田,28.0,单季,2,黑豆,粮食（豆类）,28.0
2026,B5,梯田,25.0,单季,3,红豆,粮食（豆类）,14.767070086774098
2026,B5,梯田,25.0,单季,5,爬豆,粮食（豆类）,10.232929913225902
2026,B6,梯田,86.0,单季,6,小麦,粮食,86.0
2026,B7,梯田,55.0,单季,8,谷子,粮食,55.0
2026,B8,梯田,44.0,单季,8,谷子,粮食,44.0
2026,B9,梯田,50.0,单季,6,小麦,粮食,50.0
2026,C1,山坡地,15.0,单季,5,爬豆,粮食（豆类）,15.0
2026,C2,山坡地,13.0,单季,9,高粱,粮食,13.0
2026,C3,山坡地,15.0,单季,4,绿豆,粮食（豆类）,15.0
2026,C4,山坡地,18.0,单季,11,荞麦,粮食,18.0
2026,C5,山坡地,27.0,单季,10,黍子,粮食,27.0
2026,C6,山坡地,20.0,单季,4,绿豆,粮食（豆类）,20.0
2026,D1,水浇地,15.0,第一季,29,黄瓜,蔬菜,15.0
2026,D1,水浇地,15.0,第二季,35,大白菜,蔬菜,15.0
2026,D2,水浇地,10.0,第一季,18,刀豆,蔬菜（豆类）,10.0
2026,D2,水浇地,10.0,第二季,35,大白菜,蔬菜,5.098647634436146
2026,D2,水浇地,10.0,第二季,37,红萝卜,蔬菜,4.901352365563854
2026,D3,水浇地,14.0,第一季,17,豇豆,蔬菜（豆类）,14.0
2026,D3,水浇地,14.0,第二季,35,大白菜,蔬菜,14.0
2026,D4,水浇地,6.0,第一季,17,豇豆,蔬菜（豆类）,6.0
2026,D4,水浇地,6.0,第二季,37,红萝卜,蔬菜,6.0
2026,D5,水浇地,10.0,第一季,17,豇豆,蔬菜（豆类）,10.0
2026,D5,水浇地,10.0,第二季,36,白萝卜,蔬菜,7.208895492404137
2026,D5,水浇地,10.0,第二季,37,红萝卜,蔬菜,2.7911045075958634
2026,D6,水浇地,12.0,第一季,17,豇豆,蔬菜（豆类）,12.0
2026,D6,水浇地,12.0,第二季,36,白萝卜,蔬菜,12.0
2026,D7,水浇地,22.0,第一季,17,豇豆,蔬菜（豆类）,22.0
2026,D7,水浇地,22.0,第二季,36,白萝卜,蔬菜,22.0
2026,D8,水浇地,20.0,第一季,29,黄瓜,蔬菜,20.0
2026,D8,水浇地,20.0,第二季,36,白萝卜,蔬菜,20.0
2026,E1,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2026,E1,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E10,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E10,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E11,普通大棚,0.6,第一季,19,芸豆,蔬菜（豆类）,0.6
2026,E11,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E12,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E12,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E13,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E13,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E14,普通大棚,0.6,第一季,19,芸豆,蔬菜（豆类）,0.6000000000000003
2026,E14,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E15,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E15,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E16,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2026,E16,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E2,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E2,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2026,E3,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E3,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E4,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E4,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E5,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E5,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E6,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E6,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E7,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E7,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2026,E8,普通大棚,0.6,第一季,19,芸豆,蔬菜（豆类）,0.6
2026,E8,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2026,E9,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2026,E9,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2026,F1,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6000000000000003
2026,F1,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2026,F2,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.3058076411639925
2026,F2,智慧大棚,0.6,第一季,32,空心菜,蔬菜,0.2941923588360075
2026,F2,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2026,F3,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2026,F3,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2026,F4,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2026,F4,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2027,A1,平旱地,80.0,单季,2,黑豆,粮食（豆类）,29.34110761388788
2027,A1,平旱地,80.0,单季,4,绿豆,粮食（豆类）,50.65889238611212
2027,A2,平旱地,55.0,单季,2,黑豆,粮食（豆类）,52.25
2027,A2,平旱地,55.0,单季,12,南瓜,粮食,2.75
2027,A3,平旱地,35.0,单季,4,绿豆,粮食（豆类）,35.0
2027,A4,平旱地,72.0,单季,7,玉米,粮食,45.30002378445329
2027,A4,平旱地,72.0,单季,12,南瓜,粮食,9.097537007218232
2027,A4,平旱地,72.0,单季,13,红薯,粮食,17.602439208328477
2027,A5,平旱地,68.0,单季,7,玉米,粮食,68.0
2027,A6,平旱地,55.0,单季,7,玉米,粮食,55.0
2027,B1,梯田,60.0,单季,6,小麦,粮食,60.0
2027,B10,梯田,25.0,单季,2,黑豆,粮食（豆类）,25.0
2027,B11,梯田,60.0,单季,6,小麦,粮食,60.0
2027,B12,梯田,45.0,单季,3,红豆,粮食（豆类）,19.328512356149243
2027,B12,梯田,45.0,单季,8,谷子,粮食,25.671487643850757
2027,B13,梯田,35.0,单季,3,红豆,粮食（豆类）,35.0
2027,B14,梯田,20.0,单季,3,红豆,粮食（豆类）,20.0
2027,B2,梯田,46.0,单季,6,小麦,粮食,46.0
2027,B3,梯田,40.0,单季,8,谷子,粮食,40.0
2027,B4,梯田,28.0,单季,7,玉米,粮食,2.3211455923903532
2027,B4,梯田,28.0,单季,8,谷子,粮食,25.67885440760965
2027,B5,梯田,25.0,单季,6,小麦,粮食,25.0
2027,B6,梯田,86.0,单季,8,谷子,粮食,86.0
2027,B7,梯田,55.0,单季,6,小麦,粮食,55.0
2027,B8,梯田,44.0,单季,2,黑豆,粮食（豆类）,44.0
2027,B9,梯田,50.0,单季,2,黑豆,粮食（豆类）,24.142104484046534
2027,B9,梯田,50.0,单季,5,爬豆,粮食（豆类）,25.857895515953466
2027,C1,山坡地,15.0,单季,11,荞麦,粮食,15.0
2027,C2,山坡地,13.0,单季,4,绿豆,粮食（豆类）,13.0
2027,C3,山坡地,15.0,单季,9,高粱,粮食,14.17843872109632
2027,C3,山坡地,15.0,单季,11,荞麦,粮食,0.8215612789036797
2027,C4,山坡地,18.0,单季,9,高粱,粮食,11.733518167224506
2027,C4,山坡地,18.0,单季,10,黍子,粮食,6.266481832775494
2027,C5,山坡地,27.0,单季,9,高粱,粮食,27.000000000000007
2027,C6,山坡地,20.0,单季,10,黍子,粮食,20.0
2027,D1,水浇地,15.0,第一季,17,豇豆,蔬菜（豆类）,15.0
2027,D1,水浇地,15.0,第二季,36,白萝卜,蔬菜,15.0
2027,D2,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
2027,D2,水浇地,10.0,第二季,35,大白菜,蔬菜,10.0
2027,D3,水浇地,14.0,第一季,29,黄瓜,蔬菜,14.0
2027,D3,水浇地,14.0,第二季,37,红萝卜,蔬菜,14.0
2027,D4,水浇地,6.0,第一季,29,黄瓜,蔬菜,6.0
2027,D4,水浇地,6.0,第二季,35,大白菜,蔬菜,6.0
2027,D5,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
2027,D5,水浇地,10.0,第二季,35,大白菜,蔬菜,10.0
2027,D6,水浇地,12.0,第一季,29,黄瓜,蔬菜,12.0
2027,D6,水浇地,12.0,第二季,35,大白菜,蔬菜,12.0
2027,D7,水浇地,22.0,第一季,29,黄瓜,蔬菜,22.0
2027,D7,水浇地,22.0,第二季,36,白萝卜,蔬菜,22.0
2027,D8,水浇地,20.0,第一季,18,刀豆,蔬菜（豆类）,5.402192965890954
2027,D8,水浇地,20.0,第一季,29,黄瓜,蔬菜,14.597807034109046
2027,D8,水浇地,20.0,第二季,36,白萝卜,蔬菜,20.0
2027,E1,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E1,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2027,E10,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E10,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E11,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E11,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E12,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E12,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.20023655540712373
2027,E12,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.39976344459287627
2027,E13,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E13,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E14,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E14,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E15,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E15,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E16,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E16,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E2,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E2,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E3,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E3,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E4,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E4,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E5,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E5,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E6,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E6,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E7,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E7,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2027,E8,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E8,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,E9,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2027,E9,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2027,F1,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2027,F1,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2027,F2,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2027,F2,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2027,F3,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.3134048710636295
2027,F3,智慧大棚,0.6,第一季,32,空心菜,蔬菜,0.286595128936371
2027,F3,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2027,F4,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2027,F4,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2028,A1,平旱地,80.0,单季,6,小麦,粮食,80.0
2028,A2,平旱地,55.0,单季,3,红豆,粮食（豆类）,55.0
2028,A3,平旱地,35.0,单季,6,小麦,粮食,35.0
2028,A4,平旱地,72.0,单季,6,小麦,粮食,72.0
2028,A5,平旱地,68.0,单季,4,绿豆,粮食（豆类）,68.0
2028,A6,平旱地,55.0,单季,4,绿豆,粮食（豆类）,55.0
2028,B1,梯田,60.0,单季,2,黑豆,粮食（豆类）,60.0
2028,B10,梯田,25.0,单季,7,玉米,粮食,25.0
2028,B11,梯田,60.0,单季,8,谷子,粮食,60.0
2028,B12,梯田,45.0,单季,2,黑豆,粮食（豆类）,45.0
2028,B13,梯田,35.0,单季,7,玉米,粮食,35.0
2028,B14,梯田,20.0,单季,8,谷子,粮食,20.0
2028,B2,梯田,46.0,单季,8,谷子,粮食,46.0
2028,B3,梯田,40.0,单季,7,玉米,粮食,40.0
2028,B4,梯田,28.0,单季,9,高粱,粮食,28.0
2028,B5,梯田,25.0,单季,7,玉米,粮食,25.0
2028,B6,梯田,86.0,单季,3,红豆,粮食（豆类）,86.0
2028,B7,梯田,55.0,单季,2,黑豆,粮食（豆类）,55.0
2028,B8,梯田,44.0,单季,8,谷子,粮食,44.0
2028,B9,梯田,50.0,单季,7,玉米,粮食,50.0
2028,C1,山坡地,15.0,单季,9,高粱,粮食,15.0
2028,C2,山坡地,13.0,单季,10,黍子,粮食,13.0
2028,C3,山坡地,15.0,单季,10,黍子,粮食,15.0
2028,C4,山坡地,18.0,单季,5,爬豆,粮食（豆类）,18.0
2028,C5,山坡地,27.0,单季,4,绿豆,粮食（豆类）,27.0
2028,C6,山坡地,20.0,单季,11,荞麦,粮食,20.0
2028,D1,水浇地,15.0,第一季,29,黄瓜,蔬菜,15.0
2028,D1,水浇地,15.0,第二季,36,白萝卜,蔬菜,15.0
2028,D2,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
