scenario,year,revenue_yuan,cost_yuan,profit_yuan,excess_jin,production_jin,excess_rate
8,2028,9562563.862130838,1105116.4953441846,8457447.366786653,907469.26154884,1917520.4399503118,0.4732514150265616
8,2029,12538653.293861806,1215867.8697806818,11322785.424081124,1619239.486551624,2419409.646746783,0.6692704927951768
8,2030,13052982.326389972,1305902.206805523,11747080.119584449,1589898.9956202134,2531497.3664725204,0.6280468692865503
9,2024,8743279.264971744,909314.5128111291,7833964.752160615,1022636.7130988939,1887424.210366342,0.5418160408678894
9,2025,11525936.30146702,1002724.6532739105,10523211.64819311,1690084.7782526084,2586235.6433500233,0.6534921837452501
9,2026,8591698.510232434,954808.3866037801,7636890.123628654,926094.3445886677,1753640.2317239556,0.5280982540405393
9,2027,12088561.924305996,1134635.6244667524,10953926.299839243,1652867.6846201862,2560070.667034323,0.6456336170340669
9,2028,9219891.989955181,1101037.6751945207,8118854.314760661,857195.541421967,1858897.273830735,0.46113120584414846
9,2029,12114904.538622413,1225598.7445654797,10889305.794056933,1573059.2640218663,2388398.8299971474,0.6586250354274981
9,2030,13726469.081798987,1311124.5211451368,12415344.56065385,1757735.3630347522,2717186.9562476417,0.6468952601856057
10,2024,9311484.328798058,905357.4837017556,8406126.845096301,1084879.4041477179,1986912.8244202535,0.5460125833473679
10,2025,11214901.71262631,1008824.4628316496,10206077.24979466,1584975.0217006356,2503612.306024385,0.6330752640441758
10,2026,8261449.015030526,953922.6612056945,7307526.353824832,806836.1970022797,1649989.0353422235,0.48899488403868946
10,2027,11578381.929638453,1135458.6015357364,10442923.328102717,1586159.2237080974,2500711.8785611456,0.6342830764737033
10,2028,9192280.182011932,1107351.973810565,8084928.208201367,829194.4750396584,1849256.2112216905,0.44839350545799184
10,2029,12774281.074948864,1210017.5088183507,11564263.566130513,1679830.6629468228,2464316.1699919654,0.6816619893998016
10,2030,13179252.338101063,1312872.2808832019,11866380.05721786,1661722.0302876022,2596787.4252281417,0.6399145398440194
11,2024,9390473.736725748,908118.0598840321,8482355.676841715,1144264.8538940866,2063787.0390551838,0.5544490939423377
11,2025,10341458.38432742,999572.2067393628,9341886.177588057,1429168.2050764167,2327188.0474752677,0.6141180583266146
11,2026,8797243.28440974,953083.5173080005,7844159.767101739,1008141.6009273672,1810650.8957551906,0.5567840842709157
11,2027,12483105.151000828,1135801.94447121,11347303.206529617,1785644.6051215227,2707317.7865277096,0.6595622479220344
11,2028,8921938.376840893,1103313.7693425582,7818624.607498335,784502.326250567,1810261.7982520433,0.43336401784983175
11,2029,11686947.94607499,1218052.0865344037,10468895.859540587,1438619.0254019466,2243586.1388644944,0.6412140815462735
11,2030,12332187.388635518,1305708.0361791318,11026479.352456387,1461454.5361507551,2393914.1615937785,0.6104874433667135
12,2024,9127721.429899786,906188.6600432287,8221532.769856557,1092441.83198589,1977872.925841128,0.5523316577688167
12,2025,10760983.678799426,1001473.0263867151,9759510.65241271,1434152.1848830567,2350357.9705407103,0.6101845773531781
12,2026,8233961.153277932,948420.4732769709,7285540.680000961,826296.7059641262,1670581.6177568682,0.4946161846756194
12,2027,12643872.684835851,1130948.636625414,11512924.048210436,1827981.3678106712,2723177.038196959,0.6712679132389405
12,2028,9636591.33031525,1100224.696384323,8536366.633930927,929792.4772954895,1959594.748964886,0.47448202123762195
12,2029,12767704.961167527,1217726.0507799594,11549978.910387568,1669671.4127909176,2500613.930122247,0.6677045955307834
12,2030,14037231.708046608,1307623.047016961,12729608.661029646,1792746.0386708304,2707504.03569756,0.6621397475438844
13,2024,9328223.3909487,904337.1603535255,8423886.230595175,1076343.3643766884,1985215.8202596211,0.5421795219403033
13,2025,10360951.382807877,1008628.4966724083,9352322.886135468,1404115.4245679975,2310037.1951603824,0.6078323879414902
13,2026,8872875.055173807,950263.2116559099,7922611.843517897,978374.3437421065,1809923.2791306423,0.540561224347613
13,2027,12664740.086004207,1130986.4185623936,11533753.667441813,1756642.9811206365,2659172.9490178335,0.6605974920771713
13,2028,9188947.481652416,1101918.4003128342,8087029.081339582,890407.878540892,1866829.2485547357,0.476962678418623
13,2029,12792773.028168943,1212646.2161456489,11580126.812023293,1723022.6345064433,2538833.5145568224,0.678667043202009
13,2030,13483925.461037025,1312137.7613460142,12171787.69969101,1753691.180121719,2698318.158667783,0.6499200898486907
14,2024,8987275.354781184,909516.0871638677,8077759.267617317,1076140.636788133,1931727.2131106541,0.5570872685772372
14,2025,11477934.65617766,1008104.9112422275,10469829.744935432,1684244.0030366227,2585242.9793804167,0.6514838320691508
14,2026,8281354.236738206,953749.7828025135,7327604.453935692,852367.9193632698,1681317.1189934893,0.5069643969803477
14,2027,11649404.58146836,1135039.0906946312,10514365.49077373,1587801.9167534874,2525648.9962860337,0.6286708561198923
14,2028,9428631.80640557,1103109.8415172596,8325521.964888311,902935.8058689134,1919928.6704176553,0.4702965374606816
14,2029,12462528.106383845,1220440.7116622059,11242087.394721638,1672075.3235113749,2461966.2723124376,0.679162562995168
14,2030,12943302.945242584,1308150.6165041802,11635152.328738403,1656014.3989144613,2572063.00284807,0.6438467475644029
15,2024,9131182.52900756,911372.4134385885,8219810.115568971,1098436.6805168588,1971565.5528576963,0.5571393144522757
15,2025,11424533.033119744,1007267.1626111274,10417265.870508617,1679991.8307186107,2586118.4685309245,0.6496190530950232
15,2026,8307127.795479541,949609.1984595363,7357518.597020004,830725.0320471488,1652914.9612379074,0.5025818336262133
15,2027,11573722.555538904,1133449.4783491434,10440273.07718976,1553407.8373293055,2445434.883386369,0.6352276431005148
15,2028,9152491.005998505,1098958.568892671,8053532.4371058345,809295.4517777322,1837902.7321540606,0.44033638865600955
15,2029,12517199.148863753,1213921.2042773818,11303277.944586372,1650632.0535270139,2483875.467908184,0.6645389734120234
15,2030,13011343.57403048,1301181.8298958042,11710161.744134676,1569772.0716377597,2550796.112701888,0.6154047608199484
16,2024,9238104.313567193,903672.8858615856,8334431.427705607,1134629.497326947,1999634.6706751874,0.5674183959532134
16,2025,10959705.993448831,1008471.9902573819,9951234.003191449,1561671.0498320363,2445700.824235593,0.6385372382250142
16,2026,8408762.85824747,952524.7958197113,7456238.062427759,873227.1687214513,1721973.4393827743,0.5071083843398024
16,2027,12770620.454236189,1137754.0880300228,11632866.366206165,1805223.9889959025,2735142.9026637706,0.6600108488802486
16,2028,9192932.581742764,1100290.0897941394,8092642.491948624,836411.0728812481,1834018.917431198,0.45605367803553504
16,2029,12072753.41991358,1217520.063532422,10855233.35638116,1581008.27175874,2394915.7846636963,0.6601519276306209
16,2030,12456214.006679155,1314233.0544218093,11141980.952257346,1471872.3778679918,2455089.215477946,0.5995188967425993
17,2024,9369718.778727058,907304.3650396279,8462414.41368743,1138247.0876863354,2037053.4390212616,0.5587713438844424
17,2025,11336605.12218588,1002872.7221877131,10333732.399998168,1666254.743134253,2550866.0508804675,0.6532113838588748
17,2026,8598312.091181114,951061.6378118983,7647250.453369216,892956.9083572146,1741548.7619887835,0.5127372416133162
17,2027,12789237.07374485,1141485.3510225369,11647751.722722314,1856373.4586071922,2784103.9116318235,0.6667759241497317
17,2028,9516983.184377663,1100181.6494416213,8416801.53493604,942796.4091049657,1921259.850297144,0.49071780111323926
17,2029,12153935.60228722,1225627.4472718234,10928308.155015396,1607966.2923539595,2423096.346539732,0.6635998170894825
17,2030,13150001.29068746,1309339.6201345066,11840661.670552954,1615475.7475607651,2546380.6982538006,0.6344203553964219
18,2024,8986667.187272977,908263.1066075477,8078404.080665429,1011571.5630503747,1907881.8401960877,0.5302066101464689
18,2025,11178302.194811895,998617.4016894967,10179684.7931224,1572843.6311864532,2484109.633270068,0.6331619225339787
18,2026,8192725.538663838,956706.6689322536,7236018.869731585,827735.145476869,1663143.7060559357,0.49769309919694343
18,2027,12550940.446776766,1135167.0609283475,11415773.385848418,1756439.8016925189,2682386.3898427924,0.6548049186140775
18,2028,9608503.169283697,1102591.1255610927,8505912.043722605,870985.92588785,1902998.0932855366,0.4576914338280224
18,2029,12308184.125428246,1213244.5204338646,11094939.604994383,1636326.6893373053,2454157.7836986776,0.6667569217457512
18,2030,13450293.542391999,1312203.5492537033,12138089.993138295,1713790.994264163,2634360.4808330284,0.650552954591178
19,2024,9230717.339711523,907292.7852261498,8323424.554485373,1130185.00290776,2029701.976396903,0.5568231277549661
19,2025,11206689.859970275,1002512.9835218582,10204176.876448417,1629285.909984523,2511140.544903422,0.6488230669889428
19,2026,8330360.959216199,948204.9287761111,7382156.030440087,902732.0337970614,1694664.2488215256,0.5326907878211415
19,2027,12498662.174611926,1135376.4066632015,11363285.767948724,1743852.0575349478,2664382.1935888412,0.6545052214097079
19,2028,9206345.724527769,1105394.4031513708,8100951.321376398,863957.0444716547,1858191.6326759688,0.46494507309102245
19,2029,11945817.30687657,1215993.424756553,10729823.882120017,1528274.524633192,2338692.4425354786,0.653473922794364
19,2030,13440152.410055876,1304524.7795970847,12135627.63045879,1620877.2690919205,2595153.419151082,0.6245785922059808
20,2024,9101831.963979581,912561.6664878177,8189270.297491764,1064593.8448789613,1961718.616430519,0.5426842748814111
20,2025,11052113.080251263,1006004.8729906552,10046108.207260609,1590914.194527911,2475447.0043900856,0.6426775413517242
20,2026,8574273.12107744,952478.2824072405,7621794.8386702,911248.3431463825,1736632.8954044767,0.5247213418320887
20,2027,11668443.159051355,1137734.4820776216,10530708.676973734,1571680.1676364532,2512097.615173927,0.6256445442816269
20,2028,9537501.588294204,1103766.6630326277,8433734.925261576,902001.5761649266,1888562.3682319617,0.4776128082067866
20,2029,11514875.440498382,1220777.192413652,10294098.24808473,1532039.2641035093,2291297.6924608275,0.6686338790216808
20,2030,13415891.104069624,1297983.6510099245,12117907.4530597,1682364.4688876274,2661169.354674265,0.6321899303148837
21,2024,9145344.763147514,908354.7006303723,8236990.062517142,1089752.6957712958,1938943.495529241,0.5620342719032378
21,2025,10326237.46093026,1006307.3232817869,9319930.137648473,1384475.4610248078,2258926.134729522,0.6128909837906592
21,2026,8559322.17580012,952649.3533293491,7606672.822470771,969346.9663714461,1787079.45410801,0.5424196244566412
21,2027,11452381.36731534,1129329.2791587457,10323052.088156596,1533555.4497923863,2427449.9712822125,0.6317557387114104
21,2028,9285365.955491832,1101919.618538745,8183446.336953087,839160.3308803239,1802367.0506015385,0.4655879226155709
21,2029,11758391.210759178,1215582.2861828492,10542808.924576329,1452883.5430765017,2238217.4442281085,0.6491252879934353
21,2030,12878619.626791192,1308613.6831885914,11570005.943602601,1551815.683688751,2489098.4534331737,0.6234448788268525
22,2024,8772747.377080338,906489.745157801,7866257.631922537,1029219.120122682,1884792.9620710462,0.5460648149872952
22,2025,11494545.484148689,1004887.5695065734,10489657.914642116,1634865.7365133702,2556423.82800827,0.6395127907202723
22,2026,8411894.558214035,954341.8685219567,7457552.689692078,869631.9192066126,1689512.7686327915,0.5147234962363422
22,2027,12163459.92040107,1134987.3741797016,11028472.546221368,1708803.0560482675,2596089.0677537345,0.6582220453348347
22,2028,9375982.601311764,1099250.7049377922,8276731.896373971,897765.9406884144,1890737.7366113786,0.4748230932849577
22,2029,12420035.442987476,1210282.9603065965,11209752.48268088,1642271.2785498968,2439456.006363339,0.6732120908374737
22,2030,13826046.046811305,1301352.3254481435,12524693.72136316,1730827.0311292836,2681719.963756159,0.6454167677914422
23,2024,8926125.327537991,913135.5700756782,8012989.757462313,1054557.3081279458,1943808.4212487852,0.5425212158770529
23,2025,10338121.471654618,1009630.2329652279,9328491.238689391,1384111.6459614912,2264137.6678800653,0.6113195613486916
23,2026,8550704.115649452,952998.9270826047,7597705.188566848,856796.207949981,1683873.0375551959,0.5088247087761187
23,2027,12777106.795667052,1141602.754308924,11635504.041358128,1833245.9087705472,2738991.55333283,0.6693141884792733
23,2028,9377580.465460092,1107855.4732577198,8269724.992202372,936594.6735031451,1902649.902693726,0.4922580198160139
23,2029,12533652.085455386,1215094.0522944871,11318558.033160899,1619140.252575248,2429060.1411686675,0.6665706728019705
23,2030,13286544.765687412,1306519.4224990725,11980025.34318834,1673481.4014947682,2604935.6181412325,0.6424271639730164
24,2024,8906913.103935387,907987.2131450437,7998925.890790343,1020205.0631440968,1906028.5890146147,0.5352517108211509
24,2025,11438176.579147808,1005421.8910129513,10432754.688134857,1655438.5711735103,2578702.496399825,0.641965706972673
24,2026,8258547.216902729,954711.3045940656,7303835.912308663,834121.0068393099,1656687.2804926941,0.5034873006275782
24,2027,12911692.613481112,1142165.6532458498,11769526.960235262,1801830.9655647888,2732293.9035517084,0.6594572286760911
24,2028,9528329.179662095,1099379.6106484535,8428949.569013642,995253.3538949626,1969704.3702248093,0.5052805735417903
24,2029,12709954.848239338,1219937.3023001305,11490017.545939207,1706287.9657605833,2510488.1139884344,0.679663829616699
24,2030,12709477.495685479,1307468.435005318,11402009.06068016,1558515.6393865994,2488558.890697861,0.6262723559455522
25,2024,9172066.648363918,909031.8857790207,8263034.762584898,1090681.142288549,1968938.8006968037,0.5539436481736045
25,2025,10928095.003399841,1006752.3654072585,9921342.637992583,1505529.0527554236,2417814.0182027672,0.6226819107759695
25,2026,8714589.917394603,954475.7738012678,7760114.143593335,897840.9191868294,1754791.4359059972,0.511651071925408
25,2027,11600802.975707293,1136440.266399027,10464362.709308265,1611282.2994305093,2481040.6315462487,0.6494380942186814
25,2028,9311875.901460223,1106652.59313376,8205223.308326463,830205.9002061614,1819616.2101927076,0.4562532997649202
25,2029,11724752.522744684,1220088.505264834,10504664.01747985,1562377.8947519392,2353839.7963214866,0.6637571075115557
25,2030,13998363.137121942,1301990.2519766898,12696372.885145253,1750828.2178949383,2746987.5879593934,0.6373629883036878
26,2024,9390229.620320888,909871.8804292219,8480357.739891667,1123354.0110116405,2011110.7661390307,0.5585739134440005
26,2025,10849473.935604494,1006557.6885090307,9842916.247095464,1492817.5082738125,2381865.2407714687,0.6267430594815262
26,2026,8566800.13235671,953752.6044583404,7613047.52789837,906284.2407969981,1725939.849816853,0.5250960749838228
26,2027,12192714.376276085,1133458.3836914669,11059255.992584618,1656887.7616037447,2583518.2225084077,0.6413300077268383
26,2028,9452461.726355368,1103514.816899641,8348946.909455728,872577.696861671,1862675.9457072183,0.46845383861462386
26,2029,11980046.840148948,1219639.9547440605,10760406.885404889,1514764.2375567153,2345887.7854437525,0.6457104414609413
26,2030,14095128.14558281,1301854.3980891332,12793273.747493677,1771028.5016866338,2753120.6601260984,0.643280379002901
27,2024,9155299.971633099,907434.9558176728,8247865.015815427,1073030.3154665704,1995683.295954397,0.5376756510623668
27,2025,11117828.69756562,1004927.880811584,10112900.816754038,1628941.5734121467,2518619.973108195,0.6467595710367896
27,2026,8735302.612855198,953389.5448913289,7781913.067963869,955051.5405210119,1762559.6635251434,0.5418548718009896
27,2027,11709120.998544443,1140529.9852401307,10568591.013304312,1534033.6140364513,2456151.8460756596,0.6245679054768004
27,2028,9151621.921047071,1102896.428968642,8048725.492078429,799268.627858338,1785942.4766716005,0.44753324269878353
27,2029,12454449.236930737,1220141.8944889242,11234307.342441812,1647487.9447513514,2464574.359052439,0.668467534241801
27,2030,13228920.696424432,1298989.7099141811,11929930.98651025,1599608.9267138678,2570069.9121900504,0.6223989935553087
28,2024,9211922.96851724,908166.2605679866,8303756.707949254,1065112.26100859,1977153.1065266228,0.5387100561370957
28,2025,10785879.37342637,1011855.9087835522,9774023.464642819,1503073.0888644177,2391265.719317315,0.6285679908854009
28,2026,8689952.314322095,953219.555740923,7736732.758581173,899549.5668850874,1744991.267616658,0.5155037641613583
28,2027,12524895.029325645,1135987.118197484,11388907.911128161,1787288.3216182264,2668015.03182722,0.6698943972568931
28,2028,9052549.074669542,1105133.6104285144,7947415.464241028,823013.1244768254,1798522.8857517478,0.4576050329950746
28,2029,11767199.07503242,1214949.3390565459,10552249.735975875,1481527.6132893548,2292465.3151043686,0.6462595545188895
28,2030,13545097.164286789,1311945.1240023635,12233152.040284425,1719393.4086719858,2686217.5441520587,0.6400797330860766
29,2024,8898049.849697063,903181.2310182444,7994868.618678818,971862.0706845056,1853504.0104950184,0.5243377220559392
29,2025,11497752.74797123,1004614.3087217554,10493138.439249475,1710437.3864355998,2625061.5172249842,0.6515799249701943
29,2026,8604659.819053996,953403.0764342785,7651256.7426197175,907918.5752387593,1730123.336721829,0.5247710125447175
29,2027,12575187.99092809,1141266.0066372282,11433921.98429086,1815573.471562756,2730050.6132664727,0.6650328981961415
29,2028,9471547.791674336,1110184.3062821475,8361363.485392189,910187.5468288535,1873680.411926362,0.485775237353885
29,2029,12158428.661587741,1219886.0099518013,10938542.65163594,1525727.677592947,2336582.1553232335,0.6529741203907653
29,2030,12992291.311176367,1305534.014945604,11686757.296230763,1598739.0861778588,2554295.601541241,0.6259021411669005
