scenario,year,revenue_yuan,cost_yuan,profit_yuan,excess_jin,production_jin,excess_rate
3,2027,11551692.724469388,1090501.1890041828,10461191.535465205,1526523.2182323306,2373670.7839050363,0.6431065456014824
3,2028,8737470.090788541,1045576.7840406839,7691893.3067478575,858558.1264147232,1739197.0594531284,0.4936520112819691
3,2029,13142264.841100622,1288527.3436737263,11853737.497426895,1774683.8286398342,2731869.427832983,0.6496224931392776
3,2030,12433333.487856269,1258930.2825701525,11174403.205286115,1522997.6671419793,2376656.3602892207,0.6408152615536906
4,2024,9451284.727334984,918645.9175395657,8532638.809795419,1133314.8714030904,2042141.4207395585,0.5549639510238532
4,2025,11387797.668948881,1057289.7392015662,10330507.929747315,1683143.7527962152,2593498.4201501384,0.6489858407929077
4,2026,8693644.504650276,985259.4686348039,7708385.036015472,953244.9269482383,1806486.7780385092,0.5276788839734966
4,2027,12215952.748704024,1082960.5927639613,11132992.155940063,1732382.8048243898,2592720.448672518,0.6681718446396239
4,2028,9037765.389209643,1039642.9949092019,7998122.394300441,854391.5042224143,1785048.6535387456,0.4786376564743137
4,2029,12773998.286459614,1291442.840632619,11482555.445826994,1742129.8283529275,2661093.996800765,0.6546667763135614
4,2030,13012097.138706222,1257939.2294835674,11754157.909222655,1621347.88992121,2467921.8725158917,0.656968888674076
5,2024,9092229.123833368,921501.827455547,8170727.296377821,985187.222072545,1904124.813458936,0.5173963466622254
5,2025,10416576.549927665,1058271.5228966384,9358305.027031027,1447428.733654972,2341756.485040898,0.6180953241300379
5,2026,8973848.671100212,982948.005195301,7990900.665904911,973360.9378345679,1853552.2780269398,0.5251327137482663
5,2027,11464795.803134382,1081603.3915877466,10383192.411546635,1519551.4749172814,2422319.151454946,0.6273126619192915
5,2028,9314884.81515282,1039545.4212879912,8275339.393864829,978392.9226475417,1870757.0179344553,0.522993052153725
5,2029,12662216.199300686,1284072.6698560924,11378143.529444594,1648950.4137961518,2622747.1127538043,0.6287111730207203
5,2030,13376518.352570273,1262810.1530794606,12113708.199490812,1684947.9425648523,2562474.879938489,0.6575471064150681
6,2024,8653442.241100777,921742.6056987878,7731699.635401989,971789.9684085287,1839564.8931357681,0.5282716429492147
6,2025,10581538.698535638,1060117.3449207048,9521421.353614934,1462575.6642828821,2394125.9719670536,0.6109017158696982
6,2026,9027255.143234579,981059.9122823235,8046195.230952255,990779.6392427965,1855186.9094728378,0.5340592013579549
6,2027,10995282.533817902,1089381.0476460163,9905901.486171886,1486032.651296356,2307526.241927093,0.6439938252036173
6,2028,8956277.477253834,1045117.230656868,7911160.246596966,850970.6229738554,1734535.1811349913,0.49060441796114135
6,2029,12897592.416375108,1288359.9600085649,11609232.456366543,1763852.4452576716,2681471.785338337,0.6577926551015774
6,2030,12941144.944149006,1261430.0840274002,11679714.860121606,1594320.8500930401,2462380.173527811,0.6474714454059639
7,2024,9008812.146124832,922697.6904909103,8086114.455633922,1039775.7004670791,1900066.2154803292,0.5472312975178225
7,2025,11325396.671071202,1055928.9897204523,10269467.681350749,1642163.1037734698,2543641.518320044,0.6455953372148295
7,2026,8853809.41622322,984891.970836288,7868917.445386932,924721.076429989,1816421.9486400296,0.5090893540029812
7,2027,11420668.304768551,1085852.1907235722,10334816.11404498,1495015.2963220263,2375899.080846032,0.6292419187222663
7,2028,9346127.957344448,1037641.4193723287,8308486.53797212,891585.1127006591,1792237.1361203513,0.4974705047294522
7,2029,13230032.388798295,1289097.2648483426,11940935.123949952,1729597.614124263,2727606.2240411043,0.6341082517262208
7,2030,12219610.397789232,1264441.745991607,10955168.651797626,1473292.0780479976,2300836.586774487,0.640328864082167
8,2024,9279170.069203699,923240.5538626593,8355929.51534104,1042841.0683460279,1966037.3194303764,0.5304279110267206
8,2025,10682168.463788684,1053130.2017391957,9629038.262049489,1547519.7447521873,2457584.656076691,0.6296913275909937
8,2026,8850869.104121111,984394.2606631927,7866474.843457919,981953.3137036102,1850309.017278675,0.530696929287957
8,2027,11502994.019708173,1089125.6474836036,10413868.37222457,1572779.3942915075,2407243.1159835956,0.6533529512862984
8,2028,9287053.464062102,1041097.1527671114,8245956.311294991,893475.6550155666,1817628.8994348496,0.49156109659863606
8,2029,12998728.716488585,1287319.5134741797,11711409.203014405,1712020.4379976434,2653913.7216991954,0.6450927262629716
8,2030,12564647.260687023,1261931.611360131,11302715.649326893,1524020.5230880168,2369269.341954529,0.6432449431143088
9,2024,8708592.774834773,923184.9590302231,7785407.8158045495,1002903.1380522499,1863465.114619458,0.5381926016130733
9,2025,11648062.278663028,1053326.6995077783,10594735.57915525,1724139.4133184003,2642079.5859358697,0.6525690681295964
9,2026,8889412.546827184,985211.2258247258,7904201.321002458,975649.2323301438,1859266.4707042933,0.5247495438136773
9,2027,11555372.466237409,1087112.282948771,10468260.183288638,1581246.2989864857,2419345.1993183303,0.6535844076455127
9,2028,8987170.745404951,1037729.6752927472,7949441.070112204,868069.0720384059,1768869.936540041,0.49074782385434923
9,2029,12461001.71049885,1298588.9751896395,11162412.735309212,1673533.1847898974,2612474.014199381,0.6405932367915891
9,2030,13250226.073811626,1263661.578940248,11986564.494871378,1663525.309026304,2535912.206299218,0.6559869481656736
10,2024,9226731.328987624,920169.8083531518,8306561.520634472,1090887.455015698,1964653.0230762237,0.5552570566926892
10,2025,11272416.761206346,1060164.6914165074,10212252.069789838,1619678.3286085564,2555173.482004456,0.6338819418781568
10,2026,8561004.934582243,987533.084892595,7573471.849689648,874408.0133552583,1760103.5104207115,0.4967935170734655
10,2027,11159726.701473624,1088139.7880672477,10071586.913406376,1499670.8658098786,2363821.10283801,0.6344265494581505
10,2028,8838144.67394589,1043587.2386456215,7794557.435300269,853327.044080013,1755180.845985463,0.48617613736600707
10,2029,13327425.027381878,1283078.9893493224,12044346.038032556,1756271.4600673155,2705311.034789368,0.6491939142975686
10,2030,12770593.859180938,1266664.2332805279,11503929.62590041,1589316.9855943802,2437742.460126298,0.6519626300113912
11,2024,9340442.60787185,921895.1341707471,8418547.473701103,1148434.794694096,2043839.9674259608,0.561900546519036
11,2025,10455199.706602622,1052638.690774311,9402561.015828311,1478285.3427188976,2382185.662704107,0.6205584081304735
11,2026,9200237.19919671,985087.3463697853,8215149.852826924,1038235.1565478342,1923831.0989066423,0.5396706379982563
11,2027,11923553.266565526,1088561.4967888007,10834991.769776724,1674733.0632159377,2556127.1561767454,0.6551837842530777
11,2028,8526870.843666656,1041867.1621097486,7485003.6815569075,805272.6756959566,1704224.9147480547,0.4725154929535839
11,2029,12035953.00791967,1295972.5116990684,10739980.4962206,1534386.5660455106,2474456.0971811544,0.6200904383769225
11,2030,11915654.2112248,1263929.4585068086,10651724.75271799,1396946.4055018693,2245658.486642066,0.6220653825198167
12,2024,9092811.92632001,919757.6611811527,8173054.265138858,1057034.6606013654,1947739.8350796679,0.5426980757715671
12,2025,10764041.50537111,1056537.210471018,9707504.294900093,1516922.8149323668,2406602.565356006,0.6303171270441865
12,2026,8662010.107484011,982421.4605606416,7679588.64692337,898399.6644033465,1797202.1051076746,0.4998879435151347
12,2027,12099127.222184842,1081861.9427042285,11017265.279480614,1670467.748732164,2567683.85564344,0.6505737632227153
12,2028,9363637.72865028,1036333.234515532,8327304.494134747,907445.0208903475,1851045.9883270795,0.49023364444363127
12,2029,13372600.315688327,1291721.3112621447,12080879.004426181,1756694.7422930999,2746440.8137902454,0.6396259236581766
12,2030,13376770.046978977,1263215.0733151769,12113554.9736638,1700731.5578457962,2533914.560460406,0.6711874127029672
13,2024,9247518.258087875,918861.8368482981,8328656.421239577,1074440.2197069796,1963178.5634102423,0.5472962265034959
13,2025,10445141.809355227,1062121.1970039248,9383020.612351302,1442159.2215558286,2365896.2760167476,0.6095614740912758
13,2026,9324627.086407257,979217.8854900062,8345409.200917251,1008700.1933687873,1925601.8654854558,0.5238363191523435
13,2027,12101775.396609424,1082979.0844322697,11018796.312177153,1641099.017142027,2499448.8805622575,0.656584349415803
13,2028,8891856.999835212,1039767.6298833658,7852089.369951846,914285.5933293108,1782541.2100965756,0.5129113358786113
13,2029,13382567.119792297,1286964.204684467,12095602.915107831,1820143.4052132536,2789685.085279546,0.6524547931297637
13,2030,12958959.525286276,1265950.469638367,11693009.05564791,1651752.0936401119,2519189.9554818003,0.6556679420088474
14,2024,8928710.896836728,925435.4579773587,8003275.43885937,1063808.3326245963,1908889.4544167146,0.5572917437220881
14,2025,11587486.696234962,1060053.6972683417,10527432.99896662,1744147.6894417016,2644890.5560043566,0.6594404012227222
14,2026,8638951.399297932,985129.8299000901,7653821.5693978425,901036.0029412148,1792840.0628526816,0.5025746699945612
14,2027,11207274.203267993,1086369.485595672,10120904.717672322,1494462.0294302974,2387782.750421088,0.6258785600016364
14,2028,9149252.082608942,1038573.9848664313,8110678.097742511,862758.2286053624,1808126.2603585783,0.4771559638950571
14,2029,12977931.136560615,1293411.7360226738,11684519.400537942,1754808.1225478174,2675251.9367883014,0.6559412586219835
14,2030,12444552.544608539,1264356.303530734,11180196.241077805,1567399.8888567805,2399195.3596718335,0.653302317603337
15,2024,9106164.119692206,924955.3384146123,8181208.781277594,1047678.900528955,1935777.600895667,0.5412186296835977
15,2025,11513639.789465638,1057680.2775492175,10455959.511916421,1718574.1604725115,2639754.660432061,0.6510355625970272
15,2026,8599318.411157401,982895.241712736,7616423.169444665,875583.8166605288,1752683.403582321,0.4995675858349074
15,2027,11129252.4318223,1087269.8550441216,10041982.576778179,1455216.1316260763,2304427.105755818,0.631487161382259
15,2028,8808285.278763836,1037383.6353393461,7770901.6434244905,827153.7889178708,1741427.6588964458,0.4749860177608777
15,2029,13185401.837795876,1285359.435778509,11900042.402017366,1764838.504249667,2751998.429902107,0.6412934270142171
15,2030,12529408.53142102,1256005.4913423085,11273403.040078713,1505241.9485665383,2386467.274457847,0.6307406620141046
16,2024,9199242.437958527,919547.9814760218,8279694.456482505,1091097.2639124133,1968889.6887592003,0.5541688140994967
16,2025,11004859.391582094,1059580.1578330887,9945279.233749006,1595369.0314637502,2494346.8059815485,0.6395939119764694
16,2026,8767774.58371375,983907.6295992354,7783866.954114514,928505.3460258844,1831741.5403844626,0.5068975756432326
16,2027,12214579.25469266,1086601.1143772681,11127978.140315393,1675546.9529670642,2576045.6838631304,0.6504337106531255
16,2028,8866450.353405736,1037225.9606903736,7829224.392715363,854624.6322711048,1746910.8885327396,0.48922050797274425
16,2029,12564921.054492425,1291348.7660160176,11273572.288476408,1670638.291458797,2634433.6545656733,0.6341546269587978
16,2030,11970547.278695833,1266576.732737158,10703970.545958675,1417143.9501163713,2293530.347322871,0.6178875948907918
17,2024,9359271.72149434,920299.2941760095,8438972.42731833,1121544.0839085882,2013817.2114257265,0.5569244703766169
17,2025,11480696.249730524,1053868.1598293472,10426828.089901177,1691435.1156651084,2609978.809474857,0.6480646929104512
17,2026,8984608.49660155,982056.2020924493,8002552.294509101,972375.3451742011,1867190.3319260792,0.5207692694997827
17,2027,12252905.698448876,1089924.8226386155,11162980.87581026,1695408.439365476,2614596.85766356,0.6484397142894589
17,2028,9226140.318632169,1036398.4095797372,8189741.909052432,935032.2160121928,1834364.1972397289,0.5097309560550671
17,2029,12667442.24892058,1298705.5243316442,11368736.724588936,1705458.6750611449,2646307.9449347705,0.6444672013041866
17,2030,12637689.257125601,1265616.846806215,11372072.410319386,1536477.6408515368,2382360.0830493425,0.644939298548394
18,2024,8970837.43961235,923484.9717744298,8047352.4678379195,981715.6537915028,1884329.5445110304,0.520989365502015
18,2025,11241836.730463568,1051143.3903644283,10190693.34009914,1624885.7519708911,2536815.7520733555,0.640521784304935
18,2026,8488446.664608859,989979.4766087333,7498467.188000125,885784.0476373408,1771320.4015210108,0.5000699178289423
18,2027,12057444.983639482,1086695.0350401693,10970749.948599312,1640450.3295474728,2524402.2064962736,0.6498371477120218
18,2028,9202794.980312284,1038741.1984930482,8164053.7818192355,894070.5101446589,1805405.3204283123,0.4952187190478372
18,2029,12854480.010082234,1286674.579654707,11567805.430427527,1743756.7408370357,2699283.292607784,0.6460073107600308
18,2030,12956482.344316382,1266451.6805349484,11690030.663781434,1600868.277904567,2454360.8292925535,0.6522546557940311
19,2024,9221395.238437176,920042.1349503706,8301353.103486805,1094254.7480841787,1999463.13633026,0.547274279881215
19,2025,11252563.339540528,1055518.7590113834,10197044.580529144,1700454.884091592,2564849.817613138,0.6629841920623811
19,2026,8709902.58347448,980137.029464652,7729765.554009828,927948.5193658514,1790472.1004168277,0.518270303765036
19,2027,11989929.325115029,1086863.2771795988,10903066.04793543,1609161.2416387054,2503610.618914818,0.6427362264249348
19,2028,8891623.978756629,1043399.332363955,7848224.646392674,900027.5830082815,1772333.7248779933,0.5078206041981393
19,2029,12481050.261236655,1291852.181417868,11189198.079818787,1636539.3352923226,2579716.415984719,0.6343873013141366
19,2030,12869088.928548954,1259802.6050182797,11609286.323530674,1540526.396534273,2425532.7945385724,0.6351290734979895
20,2024,9037589.494581396,925518.1416550449,8112071.352926351,1066112.6025692231,1940082.8408464878,0.5495191133715002
20,2025,11096142.993975623,1058564.3388736353,10037578.655101987,1642670.803056116,2523656.612632104,0.6509090003900553
20,2026,8996725.326207627,986064.3827904164,8010660.94341721,949149.2598692108,1854152.8056372195,0.5119045512233363
20,2027,11213290.27537254,1088660.946818384,10124629.328554157,1463539.7697264769,2367995.7277468084,0.6180500043042991
20,2028,9161776.460619058,1039068.674721373,8122707.785897685,886235.9216046924,1790894.2983024786,0.49485663249066236
20,2029,11890881.005279977,1296013.2249581963,10594867.78032178,1610207.6360139712,2510658.817832002,0.6413486470473172
20,2030,12880180.284398863,1253859.539653466,11626320.744745396,1602962.11325035,2486615.4068380003,0.6446361221933751
21,2024,9154919.961000625,922753.2772496011,8232166.683751024,1035955.6697183842,1910801.8893516625,0.5421575493992656
21,2025,10354139.843674684,1060422.2487864029,9293717.594888281,1432081.4375022312,2310012.400892833,0.6199453461586283
21,2026,9011509.714948408,982626.3249833497,8028883.389965058,1046156.560573157,1915691.0859650676,0.5460987777401151
21,2027,10985886.972918944,1083785.8519696912,9902101.120949253,1444412.3222040725,2289483.8320647357,0.6308899420798493
21,2028,8979758.9624343,1041227.6461584636,7938531.316275836,853880.7094202214,1715829.952061041,0.49764879578803645
21,2029,12160205.995948954,1291837.4327341283,10868368.563214825,1560378.0338054553,2496670.784947149,0.624983495306325
21,2030,12315084.540540917,1265114.7093691083,11049969.831171809,1471805.2351947068,2323549.525501099,0.6334296812017793
22,2024,8763507.604405932,922541.2967684102,7840966.307637522,996887.2035756931,1860664.692861502,0.5357693986457001
22,2025,11590727.566873869,1055856.1733463982,10534871.39352747,1664890.9650125166,2608173.45272437,0.6383359830894119
22,2026,8740360.569896547,984549.1803864107,7755811.389510136,919881.0679506018,1791890.11691757,0.5133579672468934
22,2027,11681135.641083993,1087843.8724771051,10593291.768606888,1596998.2390503634,2450202.895632649,0.6517820389066247
22,2028,9045390.612396613,1036851.661114394,8008538.951282219,886125.4241093443,1797709.2990710144,0.4929191969843284
22,2029,12983164.893934488,1285416.8653346226,11697748.028599866,1764134.4642949305,2701943.188835228,0.6529132335515262
22,2030,13258934.05881386,1255873.5610687458,12003060.497745115,1650284.4270548886,2503988.7488303203,0.6590622373306511
23,2024,8934468.226976082,927132.9666287022,8007335.260347379,1019093.3638310181,1915129.1553322293,0.5321277476214024
23,2025,10437493.493835326,1062244.5879467973,9375248.90588853,1404211.6277335305,2311023.030881324,0.6076147268848399
23,2026,8869830.717927108,985032.227661483,7884798.490265625,895008.5165117305,1784262.3277242335,0.5016126287064995
23,2027,12289732.571086463,1092580.0500603705,11197152.521026092,1702521.7063664286,2585602.192861979,0.6584623539794895
23,2028,9135250.167756297,1042802.4115674613,8092447.756188835,935519.9421932761,1821270.0964909235,0.513663483519419
23,2029,12870101.023493662,1288219.016207059,11581882.007286604,1713910.7694240836,2666225.1597772865,0.6428229675723445
23,2030,12733472.940039564,1263959.6237081273,11469513.316331437,1592804.5836297302,2436761.271325849,0.6536563931693975
24,2024,8864187.080623986,923061.239102287,7941125.841521699,1015651.3638451097,1884773.8862547514,0.5388717295225892
24,2025,11505480.118483959,1054805.9524653908,10450674.166018568,1709117.4989234316,2633859.2931958507,0.6489023553151302
24,2026,8595725.986324044,986999.2869536754,7608726.699370368,879595.6774962248,1756661.5933288776,0.500720048093833
24,2027,12382359.092845261,1090891.1287608088,11291467.964084452,1671568.086376236,2568862.6234791926,0.6507035725064632
24,2028,9267600.537799446,1034558.454782651,8233042.083016795,939013.7364186742,1865364.9653257115,0.5033941099321081
24,2029,13306095.745249458,1291958.795502382,12014136.949747076,1774648.1018007505,2761516.471167038,0.6426353492111421
24,2030,12200978.439677712,1263472.5922108137,10937505.847466897,1489348.542780193,2329985.501264528,0.6392093607328865
25,2024,9085875.000754667,923929.2208124617,8161945.779942206,1091722.7962706683,1943773.5851656485,0.5616512152456438
25,2025,10975136.265516473,1060270.9842429913,9914865.281273482,1559141.539559557,2466338.053172121,0.6321686265004272
25,2026,9042900.62242304,984101.3550339536,8058799.267389086,972304.7242393063,1876239.7527983566,0.5182198718416142
25,2027,11140157.05986018,1089539.520000457,10050617.539859721,1512729.3294098123,2344700.3332266337,0.6451695800836461
25,2028,8999113.444225075,1042739.7894752555,7956373.654749819,832999.5986902321,1732001.8294795866,0.4809461424994701
25,2029,12238692.748138726,1294559.460727096,10944133.28741163,1648124.2172898129,2608322.097113071,0.6318714314899915
25,2030,13456049.435504217,1254696.2281298067,12201353.20737441,1659465.9062656248,2553870.51344316,0.6497846690074793
26,2024,9306657.961541131,924381.9052695881,8382276.056271543,1110252.860908387,1986491.3821291497,0.5589014233318255
26,2025,10881075.882589746,1059420.5092249638,9821655.373364782,1544807.6782804667,2434304.0436017653,0.6345993148804818
26,2026,8890217.7321753,984760.1751552955,7905457.557020005,992561.4437906026,1848157.7203747772,0.5370545126361439
26,2027,11659857.916466769,1085980.0676447386,10573877.848822031,1580854.4395344178,2435639.9048661594,0.6490509686493608
26,2028,9135556.748703469,1041147.8867936535,8094408.861909815,836931.5664272145,1763651.981080461,0.4745446241125687
26,2029,12465504.311882015,1293771.4683303942,11171732.84355162,1616492.7631748074,2592383.162112582,0.6235547224652921
26,2030,13451627.340773448,1257508.698331005,12194118.642442442,1690059.1257774204,2569481.140444099,0.6577433471589199
27,2024,9148755.865605056,921210.1439186094,8227545.721686447,1065112.658091541,1979087.0265742724,0.538183841230677
27,2025,11229176.536982074,1056947.833299876,10172228.7036822,1643140.6476839024,2571056.771697115,0.6390915462357879
27,2026,9055297.597782474,983398.7626540534,8071898.835128421,993004.7683985902,1865739.5306245212,0.5322311888124065
27,2027,11149749.775797056,1091757.871861125,10057991.903935932,1431051.7399461544,2309812.852043561,0.6195531117077557
27,2028,8810817.451511938,1040174.3353922082,7770643.11611973,824306.4027333164,1696985.5345251032,0.48574745391922053
27,2029,12866740.376710137,1293296.291873164,11573444.084836973,1749869.3805116734,2691769.308069498,0.6500814818215819
27,2030,12723814.936671587,1255201.616721282,11468613.319950305,1534885.156073724,2404250.9483835665,0.6384047210652709
28,2024,9213421.076324971,922161.1761223268,8291259.900202645,1048595.6724510856,1958411.123539268,0.5354318405606525
28,2025,10837333.608959973,1063235.7653735937,9774097.84358638,1552722.574123007,2451705.1922141737,0.6333235248079394
28,2026,9081327.753277691,984352.1000464499,8096975.653231241,974305.2763410269,1870475.5282036327,0.52088640650473
28,2027,12013030.332425052,1087631.1322707725,10925399.20015428,1652207.8410285444,2516261.9502292173,0.6566120196182427
28,2028,8790596.055254055,1041810.442391928,7748785.612862127,826887.1714890858,1714629.6975243054,0.4822540824313259
28,2029,12142698.140065284,1290134.037180094,10852564.10288519,1599549.319760818,2531928.9418190545,0.6317512681108768
28,2030,13107112.777136615,1264989.1884459127,11842123.588690702,1621162.684528924,2507766.135683532,0.6464568850584028
29,2024,8842973.724113118,918973.6131238481,7924000.11098927,977213.775850925,1840253.9584368141,0.5310211513855456
29,2025,11624908.526813641,1053938.2556289365,10570970.271184705,1743605.4444465388,2684398.1082750848,0.6495331072807708
29,2026,8895512.612803588,983848.7314835966,7911663.881319991,976596.3299259297,1837411.8004241625,0.531506508067753
29,2027,12127760.54299699,1092022.6436653705,11035737.899331618,1675505.842997214,2565798.2236567037,0.6530154349430214
29,2028,9243562.295400644,1044775.6643126111,8198786.631088032,864145.3367890693,1775660.3583425428,0.4866613892285627
29,2029,12561333.635610657,1292489.964847407,11268843.67076325,1631211.2743498916,2567324.837410382,0.6353739310975807
29,2030,12445557.377826598,1259364.8774644646,11186192.500362134,1523949.4019165304,2387520.6942608207,0.6382978818067783
