plot_id,land_type,year,slot,crop_id,crop_name,crop_type,area,yield_jin_per_mu,cost_yuan_per_mu,price_yuan_per_jin
E9,普通大棚,2024,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E9,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
F1,智慧大棚,2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
F1,智慧大棚,2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,3850.0,8.4
F2,智慧大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
F2,智慧大棚,2024,第二季,32,空心菜,蔬菜,0.32727272727272727,11000.0,5500.0,5.4
F3,智慧大棚,2024,第一季,21,西红柿,蔬菜,0.32727272727272727,3000.0,2400.0,6.25
F3,智慧大棚,2024,第一季,23,菠菜,蔬菜,0.2727272727272727,3300.0,2700.0,5.75
F3,智慧大棚,2024,第二季,22,茄子,蔬菜,0.6,7200.0,2640.0,6.6
F4,智慧大棚,2024,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
F4,智慧大棚,2024,第二季,29,黄瓜,蔬菜,0.36666666666666664,13500.0,3850.0,8.4
A1,平旱地,2025,单季,1,黄豆,粮食（豆类）,80.0,400.0,400.0,3.25
A2,平旱地,2025,单季,4,绿豆,粮食（豆类）,55.0,350.0,350.0,7.0
A3,平旱地,2025,单季,1,黄豆,粮食（豆类）,29.775000000000073,400.0,400.0,3.25
A3,平旱地,2025,单季,2,黑豆,粮食（豆类）,5.224999999999927,500.0,400.0,7.5
A4,平旱地,2025,单季,7,玉米,粮食,72.0,1000.0,500.0,3.0
A5,平旱地,2025,单季,6,小麦,粮食,39.93636363636364,800.0,450.0,3.5
A5,平旱地,2025,单季,12,南瓜,粮食,11.7,3000.0,1000.0,1.5
A5,平旱地,2025,单季,13,红薯,粮食,16.363636363636363,2200.0,2000.0,3.25
A6,平旱地,2025,单季,7,玉米,粮食,52.105000000000075,1000.0,500.0,3.0
B1,梯田,2025,单季,3,红豆,粮食（豆类）,10.248803827751196,380.0,350.0,8.25
B1,梯田,2025,单季,6,小麦,粮食,49.751196172248804,760.0,450.0,3.5
B10,梯田,2025,单季,6,小麦,粮食,25.0,760.0,450.0,3.5
B11,梯田,2025,单季,6,小麦,粮食,60.0,760.0,450.0,3.5
B12,梯田,2025,单季,2,黑豆,粮食（豆类）,40.50000000000008,475.0,400.0,7.5
B12,梯田,2025,单季,7,玉米,粮食,4.499999999999922,950.0,500.0,3.0
B13,梯田,2025,单季,5,爬豆,粮食（豆类）,35.0,395.0,350.0,6.75
B14,梯田,2025,单季,6,小麦,粮食,20.0,760.0,450.0,3.5
B2,梯田,2025,单季,7,玉米,粮食,4.5999999999999845,950.0,500.0,3.0
B2,梯田,2025,单季,8,谷子,粮食,41.400000000000006,380.0,360.0,6.75
B3,梯田,2025,单季,9,高粱,粮食,40.0,600.0,400.0,6.0
B4,梯田,2025,单季,6,小麦,粮食,28.0,760.0,450.0,3.5
B5,梯田,2025,单季,8,谷子,粮食,5.494736842105263,380.0,360.0,6.75
B6,梯田,2025,单季,8,谷子,粮食,86.0,380.0,360.0,6.75
B7,梯田,2025,单季,8,谷子,粮食,55.0,380.0,360.0,6.75
B8,梯田,2025,单季,3,红豆,粮食（豆类）,44.0,380.0,350.0,8.25
B9,梯田,2025,单季,3,红豆,粮食（豆类）,50.0,380.0,350.0,8.25
C1,山坡地,2025,单季,4,绿豆,粮食（豆类）,15.0,315.0,350.0,7.0
C2,山坡地,2025,单季,4,绿豆,粮食（豆类）,13.0,315.0,350.0,7.0
C3,山坡地,2025,单季,10,黍子,粮食,8.315789473684198,475.0,360.0,7.5
C3,山坡地,2025,单季,15,大麦,粮食,6.684210526315802,475.0,350.0,3.5
C4,山坡地,2025,单季,10,黍子,粮食,18.00000000000001,475.0,360.0,7.5
C5,山坡地,2025,单季,11,荞麦,粮食,15.0,100.0,350.0,40.0
C5,山坡地,2025,单季,15,大麦,粮食,12.0,475.0,350.0,3.5
C6,山坡地,2025,单季,4,绿豆,粮食（豆类）,20.0,315.0,350.0,7.0
D1,水浇地,2025,单季,16,水稻,粮食,15.0,500.0,680.0,7.0
D2,水浇地,2025,单季,16,水稻,粮食,10.0,500.0,680.0,7.0
D3,水浇地,2025,第一季,18,刀豆,蔬菜（豆类）,14.0,2000.0,1000.0,6.75
D3,水浇地,2025,第二季,35,大白菜,蔬菜,14.0,5000.0,2000.0,2.5
D4,水浇地,2025,第一季,17,豇豆,蔬菜（豆类）,6.0,3000.0,2000.0,8.0
D5,水浇地,2025,第一季,24,青椒,蔬菜,1.0875,2400.0,1600.0,5.25
D5,水浇地,2025,第一季,25,菜花,蔬菜,1.0909090909090908,3300.0,2400.0,5.5
D5,水浇地,2025,第一季,26,包菜,蔬菜,1.0945945945945945,3700.0,2900.0,6.5
D5,水浇地,2025,第一季,27,油麦菜,蔬菜,1.0975609756097562,4100.0,1600.0,5.0
D6,水浇地,2025,第一季,21,西红柿,蔬菜,12.0,2400.0,2000.0,6.25
D6,水浇地,2025,第二季,37,红萝卜,蔬菜,12.0,3000.0,500.0,3.25
D7,水浇地,2025,第一季,18,刀豆,蔬菜（豆类）,22.0,2000.0,1000.0,6.75
D7,水浇地,2025,第二季,36,白萝卜,蔬菜,22.0,4000.0,500.0,2.5
D8,水浇地,2025,第一季,20,土豆,蔬菜,8.9125,2000.0,2000.0,3.75
D8,水浇地,2025,第一季,28,小青菜,蔬菜,11.0875,3200.0,1600.0,5.75
D8,水浇地,2025,第二季,35,大白菜,蔬菜,16.0,5000.0,2000.0,2.5
E1,普通大棚,2025,第一季,22,茄子,蔬菜,0.54,8000.0,2400.0,5.5
E1,普通大棚,2025,第一季,23,菠菜,蔬菜,0.06,3300.0,2700.0,5.75
E1,普通大棚,2025,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E10,普通大棚,2025,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E10,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E11,普通大棚,2025,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E11,普通大棚,2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E12,普通大棚,2025,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E12,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E13,普通大棚,2025,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E13,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E14,普通大棚,2025,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
E14,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E15,普通大棚,2025,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E15,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E16,普通大棚,2025,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E16,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E2,普通大棚,2025,第一季,34,芹菜,蔬菜,0.2727272727272727,6600.0,1100.0,4.0
E2,普通大棚,2025,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E3,普通大棚,2025,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
E3,普通大棚,2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E4,普通大棚,2025,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E4,普通大棚,2025,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E5,普通大棚,2025,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E5,普通大棚,2025,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E6,普通大棚,2025,第一季,33,黄心菜,蔬菜,0.3,6000.0,2500.0,4.5
E6,普通大棚,2025,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E7,普通大棚,2025,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E7,普通大棚,2025,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E8,普通大棚,2025,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E8,普通大棚,2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E9,普通大棚,2025,第一季,21,西红柿,蔬菜,0.54,3000.0,2400.0,6.25
E9,普通大棚,2025,第一季,23,菠菜,蔬菜,0.06,3300.0,2700.0,5.75
E9,普通大棚,2025,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
F1,智慧大棚,2025,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
F1,智慧大棚,2025,第二季,22,茄子,蔬菜,0.6,7200.0,2640.0,6.6
F2,智慧大棚,2025,第二季,29,黄瓜,蔬菜,0.6,13500.0,3850.0,8.4
F3,智慧大棚,2025,第一季,31,辣椒,蔬菜,0.6,2000.0,1200.0,7.25
F3,智慧大棚,2025,第二季,29,黄瓜,蔬菜,0.36666666666666664,13500.0,3850.0,8.4
F3,智慧大棚,2025,第二季,32,空心菜,蔬菜,0.23333333333333334,11000.0,5500.0,5.4
F4,智慧大棚,2025,第一季,30,生菜,蔬菜,0.57,5000.0,2000.0,5.25
F4,智慧大棚,2025,第二季,22,茄子,蔬菜,0.6,7200.0,2640.0,6.6
A1,平旱地,2026,单季,6,小麦,粮食,80.0,800.0,450.0,3.5
A2,平旱地,2026,单季,7,玉米,粮食,55.0,1000.0,500.0,3.0
A3,平旱地,2026,单季,7,玉米,粮食,31.5,1000.0,500.0,3.0
A3,平旱地,2026,单季,13,红薯,粮食,3.5,2200.0,2000.0,3.25
A4,平旱地,2026,单季,1,黄豆,粮食（豆类）,72.0,400.0,400.0,3.25
A5,平旱地,2026,单季,4,绿豆,粮食（豆类）,68.0,350.0,350.0,7.0
A6,平旱地,2026,单季,12,南瓜,粮食,11.7,3000.0,1000.0,1.5
A6,平旱地,2026,单季,13,红薯,粮食,12.863636363636363,2200.0,2000.0,3.25
B1,梯田,2026,单季,8,谷子,粮食,60.0,380.0,360.0,6.75
B11,梯田,2026,单季,1,黄豆,粮食（豆类）,60.0,380.0,400.0,3.25
B12,梯田,2026,单季,8,谷子,粮食,45.0,380.0,360.0,6.75
B13,梯田,2026,单季,9,高粱,粮食,6.000000000000006,600.0,400.0,6.0
B13,梯田,2026,单季,14,莜麦,粮食,28.999999999999993,400.0,400.0,5.5
B14,梯田,2026,单季,8,谷子,粮食,20.0,380.0,360.0,6.75
B2,梯田,2026,单季,3,红豆,粮食（豆类）,46.0,380.0,350.0,8.25
B3,梯田,2026,单季,2,黑豆,粮食（豆类）,40.0,475.0,400.0,7.5
B4,梯田,2026,单季,5,爬豆,粮食（豆类）,28.0,395.0,350.0,6.75
B5,梯田,2026,单季,1,黄豆,粮食（豆类）,25.0,380.0,400.0,3.25
B6,梯田,2026,单季,6,小麦,粮食,85.57894736842105,760.0,450.0,3.5
B7,梯田,2026,单季,6,小麦,粮食,55.0,760.0,450.0,3.5
B8,梯田,2026,单季,9,高粱,粮食,43.99999999999999,600.0,400.0,6.0
B9,梯田,2026,单季,8,谷子,粮食,50.0,380.0,360.0,6.75
C1,山坡地,2026,单季,11,荞麦,粮食,15.0,100.0,350.0,40.0
C2,山坡地,2026,单季,10,黍子,粮食,13.000000000000002,475.0,360.0,7.5
C3,山坡地,2026,单季,4,绿豆,粮食（豆类）,15.0,315.0,350.0,7.0
C4,山坡地,2026,单季,4,绿豆,粮食（豆类）,18.0,315.0,350.0,7.0
C5,山坡地,2026,单季,8,谷子,粮食,13.61111111111111,360.0,360.0,6.75
C5,山坡地,2026,单季,10,黍子,粮食,13.315789473684209,475.0,360.0,7.5
C6,山坡地,2026,单季,15,大麦,粮食,20.0,475.0,350.0,3.5
D1,水浇地,2026,第一季,22,茄子,蔬菜,1.5784090909090913,6400.0,2000.0,5.5
D1,水浇地,2026,第一季,28,小青菜,蔬菜,11.0875,3200.0,1600.0,5.75
D1,水浇地,2026,第二季,35,大白菜,蔬菜,15.0,5000.0,2000.0,2.5
D2,水浇地,2026,第一季,26,包菜,蔬菜,1.0945945945945945,3700.0,2900.0,6.5
D2,水浇地,2026,第一季,27,油麦菜,蔬菜,1.0975609756097562,4100.0,1600.0,5.0
D2,水浇地,2026,第二季,37,红萝卜,蔬菜,10.0,3000.0,500.0,3.25
D3,水浇地,2026,第一季,20,土豆,蔬菜,14.0,2000.0,2000.0,3.75
D3,水浇地,2026,第二季,36,白萝卜,蔬菜,14.0,4000.0,500.0,2.5
D4,水浇地,2026,第一季,24,青椒,蔬菜,1.0875,2400.0,1600.0,5.25
D4,水浇地,2026,第一季,25,菜花,蔬菜,1.0909090909090908,3300.0,2400.0,5.5
D4,水浇地,2026,第一季,30,生菜,蔬菜,0.6951219512195121,4100.0,1600.0,5.25
D4,水浇地,2026,第一季,31,辣椒,蔬菜,0.75,1600.0,1000.0,7.25
D5,水浇地,2026,第一季,18,刀豆,蔬菜（豆类）,10.0,2000.0,1000.0,6.75
D5,水浇地,2026,第二季,36,白萝卜,蔬菜,9.0,4000.0,500.0,2.5
D5,水浇地,2026,第二季,37,红萝卜,蔬菜,1.0,3000.0,500.0,3.25
D6,水浇地,2026,第一季,17,豇豆,蔬菜（豆类）,12.0,3000.0,2000.0,8.0
D6,水浇地,2026,第二季,35,大白菜,蔬菜,12.0,5000.0,2000.0,2.5
D7,水浇地,2026,单季,16,水稻,粮食,22.0,500.0,680.0,7.0
D8,水浇地,2026,单季,16,水稻,粮食,20.0,500.0,680.0,7.0
E1,普通大棚,2026,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E1,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E10,普通大棚,2026,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E10,普通大棚,2026,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E11,普通大棚,2026,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
E11,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E12,普通大棚,2026,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E12,普通大棚,2026,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E13,普通大棚,2026,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E13,普通大棚,2026,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E14,普通大棚,2026,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E14,普通大棚,2026,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E15,普通大棚,2026,第一季,22,茄子,蔬菜,0.32727272727272727,8000.0,2400.0,5.5
E15,普通大棚,2026,第一季,23,菠菜,蔬菜,0.2727272727272727,3300.0,2700.0,5.75
E15,普通大棚,2026,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E16,普通大棚,2026,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E16,普通大棚,2026,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E2,普通大棚,2026,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E2,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E3,普通大棚,2026,第一季,22,茄子,蔬菜,0.6000000000000001,8000.0,2400.0,5.5
E3,普通大棚,2026,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E4,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E5,普通大棚,2026,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E5,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E6,普通大棚,2026,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E7,普通大棚,2026,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E7,普通大棚,2026,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E8,普通大棚,2026,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E8,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E9,普通大棚,2026,第一季,17,豇豆,蔬菜（豆类）,0.1333333333333333,3600.0,2400.0,8.0
E9,普通大棚,2026,第一季,19,芸豆,蔬菜（豆类）,0.4666666666666667,3600.0,2400.0,6.5
E9,普通大棚,2026,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
F1,智慧大棚,2026,第一季,19,芸豆,蔬菜（豆类）,0.05999999999999994,3600.0,2400.0,6.5
F1,智慧大棚,2026,第一季,33,黄心菜,蔬菜,0.26727272727272733,6000.0,2500.0,4.5
F1,智慧大棚,2026,第一季,34,芹菜,蔬菜,0.2727272727272727,6600.0,1100.0,4.0
F1,智慧大棚,2026,第二季,29,黄瓜,蔬菜,0.3666666666666665,13500.0,3850.0,8.4
F1,智慧大棚,2026,第二季,32,空心菜,蔬菜,0.23333333333333353,11000.0,5500.0,5.4
F2,智慧大棚,2026,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
F2,智慧大棚,2026,第二季,22,茄子,蔬菜,0.6,7200.0,2640.0,6.6
F3,智慧大棚,2026,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
F3,智慧大棚,2026,第二季,22,茄子,蔬菜,0.6,7200.0,2640.0,6.6
F4,智慧大棚,2026,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
F4,智慧大棚,2026,第二季,29,黄瓜,蔬菜,0.6000000000000002,13500.0,3850.0,8.4
A1,平旱地,2027,单季,7,玉米,粮食,60.75,1000.0,500.0,3.0
A2,平旱地,2027,单季,6,小麦,粮食,38.63636363636364,800.0,450.0,3.5
A2,平旱地,2027,单季,13,红薯,粮食,16.363636363636363,2200.0,2000.0,3.25
A3,平旱地,2027,单季,6,小麦,粮食,23.3,800.0,450.0,3.5
A3,平旱地,2027,单季,12,南瓜,粮食,11.7,3000.0,1000.0,1.5
A4,平旱地,2027,单季,7,玉米,粮食,72.0,1000.0,500.0,3.0
A5,平旱地,2027,单季,6,小麦,粮食,68.0,800.0,450.0,3.5
A6,平旱地,2027,单季,1,黄豆,粮食（豆类）,16.40000000000001,400.0,400.0,3.25
A6,平旱地,2027,单季,4,绿豆,粮食（豆类）,38.599999999999994,350.0,350.0,7.0
B1,梯田,2027,单季,1,黄豆,粮食（豆类）,16.249999999999986,380.0,400.0,3.25
B1,梯田,2027,单季,2,黑豆,粮食（豆类）,36.750000000000014,475.0,400.0,7.5
B1,梯田,2027,单季,14,莜麦,粮食,7.0,400.0,400.0,5.5
B10,梯田,2027,单季,5,爬豆,粮食（豆类）,25.0,395.0,350.0,6.75
B11,梯田,2027,单季,8,谷子,粮食,57.89473684210526,380.0,360.0,6.75
B12,梯田,2027,单季,2,黑豆,粮食（豆类）,9.249999999999995,475.0,400.0,7.5
B12,梯田,2027,单季,9,高粱,粮食,35.750000000000014,600.0,400.0,6.0
B13,梯田,2027,单季,6,小麦,粮食,35.0,760.0,450.0,3.5
B14,梯田,2027,单季,3,红豆,粮食（豆类）,20.000000000000007,380.0,350.0,8.25
B2,梯田,2027,单季,8,谷子,粮食,46.0,380.0,360.0,6.75
